Gene_ID	MetStarve6h_Control_rep1	MetStarve6h_Control_rep2	MetStarve6h_Control_rep3	MetStarve6h_Starvation_rep1	MetStarve6h_Starvation_rep2	MetStarve6h_Starvation_rep3
ENSG00000008283.16	6857	7480	7210	6144	6148	6251
ENSG00000008294.22	4152	2440	2577	2395	2617	4372
ENSG00000008300.17	529	404	352	431	475	614
ENSG00000008311.16	18	17	19	24	34	31
ENSG00000008323.16	524	477	503	550	554	497
ENSG00000008324.12	229	306	289	296	268	239
ENSG00000008382.16	223	383	400	433	398	266
ENSG00000008394.13	1702	1612	1516	1473	1503	1587
ENSG00000008405.12	852	1077	1001	1258	1223	1095
ENSG00000008438.5	0	0	0	0	0	0
ENSG00000008441.19	195	79	94	69	78	146
ENSG00000008513.16	6102	6289	5797	8152	8263	7901
ENSG00000008516.18	40	31	29	67	70	77
ENSG00000008517.19	0	5	5	4	6	0
ENSG00000008710.20	2547	2992	3062	2724	3343	2993
ENSG00000008735.14	132	167	151	133	157	107
ENSG00000008838.21	733	1031	1002	629	768	528
ENSG00000008853.18	889	823	707	848	903	1053
ENSG00000008869.12	1389	1015	1028	982	980	1348
ENSG00000008952.17	2496	1534	1543	1330	1240	2593
ENSG00000008988.11	14201	18819	18480	19145	19914	14304
ENSG00000009307.17	48954	37647	38564	40209	40828	54068
ENSG00000009335.18	5163	5615	5276	4839	4879	4684
ENSG00000009413.16	4952	4078	4080	5048	5522	6778
ENSG00000009694.14	1	0	0	2	0	3
ENSG00000009709.12	0	1	0	0	2	0
ENSG00000009724.18	1	1	1	0	2	4
ENSG00000009765.15	1	1	0	4	2	4
ENSG00000009780.16	411	512	469	504	495	417
ENSG00000009790.15	1	5	1	2	1	2
ENSG00000009830.13	1235	1453	1291	1523	1679	1606
ENSG00000009844.16	2226	2393	2552	2713	2791	2466
ENSG00000009950.16	94	57	53	37	44	61
ENSG00000009954.11	6246	5321	5155	5862	6428	7122
ENSG00000010017.13	2702	2955	2883	3017	3147	2708
ENSG00000010030.14	8	3	3	5	6	10
ENSG00000010072.16	617	591	602	752	787	963
ENSG00000010165.20	1643	938	847	1437	1351	2465
ENSG00000010219.14	50	112	108	95	133	83
ENSG00000010244.19	5265	6294	6065	4781	5422	4863
ENSG00000010256.11	1844	1698	1567	1206	1208	1421
ENSG00000010270.14	670	727	728	694	697	666
ENSG00000010278.15	6839	10047	9785	9520	10077	6241
ENSG00000010282.15	0	0	0	0	0	0
ENSG00000010292.13	4839	2429	2355	2200	2332	5090
ENSG00000010295.20	1	6	3	6	0	4
ENSG00000010310.9	2	5	6	7	7	5
ENSG00000010318.22	37	27	28	22	22	23
ENSG00000010319.7	3	3	4	7	7	9
ENSG00000010322.16	683	683	686	789	852	791
ENSG00000010327.10	1	1	2	1	0	0
ENSG00000010361.14	384	565	496	549	523	385
ENSG00000010379.16	0	0	0	0	0	1
ENSG00000010404.18	922	957	894	922	905	895
ENSG00000010438.17	0	0	0	0	0	0
ENSG00000010539.12	706	799	779	1141	1200	1045
ENSG00000010610.10	0	0	0	0	0	2
ENSG00000010626.15	36	17	25	39	32	38
ENSG00000010671.18	0	3	0	0	0	2
ENSG00000010704.19	169	159	153	136	123	148
ENSG00000010803.17	548	484	475	501	527	569
ENSG00000010810.17	28	32	32	79	82	62
ENSG00000010818.11	1243	703	672	807	779	1446
ENSG00000010932.17	0	0	2	0	0	0
ENSG00000011007.13	1016	381	392	537	513	1531
ENSG00000011009.11	783	927	917	687	634	567
ENSG00000011021.23	281	127	162	92	126	225
ENSG00000011028.14	147	209	269	234	256	198
ENSG00000011052.21	5	7	3	7	5	5
ENSG00000011083.9	0	0	0	1	2	0
ENSG00000011105.14	340	604	606	484	478	284
ENSG00000011114.15	891	482	455	665	614	1034
ENSG00000011132.12	152	205	204	236	274	171
ENSG00000011143.19	785	1063	987	1249	1358	1145
ENSG00000011198.10	869	935	880	1043	983	1055
ENSG00000011201.12	82	72	66	80	83	85
ENSG00000011243.19	853	1030	1058	683	776	659
ENSG00000011258.16	2056	1234	1281	1211	1218	2208
ENSG00000011260.14	1696	1885	1793	1136	1232	1150
ENSG00000011275.19	2221	1984	1976	2401	2504	2944
ENSG00000011295.16	2003	1922	1985	1728	1969	1893
ENSG00000011304.22	8481	8913	8676	7203	7811	7127
ENSG00000011332.22	50	118	80	80	76	45
ENSG00000011347.10	956	916	805	843	833	931
ENSG00000011376.12	587	365	349	328	307	480
ENSG00000011405.14	4217	3224	3518	2961	3123	4319
ENSG00000011422.12	45	65	59	55	62	43
ENSG00000011426.11	6303	7020	6829	4528	5031	4427
ENSG00000011451.21	1515	732	771	862	912	1737
ENSG00000011454.18	2211	1152	1139	982	970	1978
ENSG00000011465.18	0	0	0	0	0	0
ENSG00000011478.13	253	282	316	194	239	207
ENSG00000011485.15	1603	1494	1536	1285	1300	1324
ENSG00000011523.15	975	979	1067	1146	1158	1078
ENSG00000011566.15	3529	2696	2803	2422	2529	3113
ENSG00000011590.14	2	1	0	2	3	1
ENSG00000011600.12	0	0	0	0	0	0
ENSG00000011638.11	1154	988	993	1157	1142	1334
ENSG00000011677.13	3	1	1	1	1	2
ENSG00000012048.24	2887	1759	1756	1313	1411	2596
ENSG00000012061.16	556	746	738	760	779	525
ENSG00000012124.17	125	115	81	45	106	126
ENSG00000012171.20	239	424	449	402	476	264
ENSG00000012174.12	1396	1009	1023	985	1075	1502
ENSG00000012211.13	534	461	394	349	375	526
ENSG00000012223.13	1	1	0	0	0	1
ENSG00000012232.10	376	217	242	174	177	299
ENSG00000012504.15	0	0	1	0	1	0
ENSG00000012660.14	1580	490	538	422	398	1340
ENSG00000012779.12	4	4	2	1	1	0
ENSG00000012817.16	0	0	0	0	0	0
ENSG00000012822.16	356	508	507	401	447	315
ENSG00000012963.15	1487	1535	1517	1115	1192	1126
ENSG00000012983.12	2400	2452	2361	2356	2471	2688
ENSG00000013016.16	241	316	296	257	299	249
ENSG00000013275.8	3593	5088	4905	4737	4956	3154
ENSG00000013288.9	918	651	651	568	678	774
ENSG00000013293.6	0	0	0	0	0	0
ENSG00000013297.12	6	2	10	5	2	5
ENSG00000013306.16	6150	7972	7769	7956	8014	6235
ENSG00000013364.19	194	366	291	290	343	164
ENSG00000013374.17	707	832	768	832	896	694
ENSG00000013375.17	1175	939	940	808	837	1075
ENSG00000013392.8	154	89	116	134	96	146
ENSG00000013441.17	1559	2162	2226	1328	1406	1252
ENSG00000013503.10	579	355	378	472	424	769
ENSG00000013523.11	3009	2124	2062	1625	1610	2401
ENSG00000013561.18	1184	1210	1240	1428	1465	1461
ENSG00000013563.14	1121	1619	1599	1669	1717	1103
ENSG00000013573.17	613	892	838	754	800	591
ENSG00000013583.10	950	295	341	282	255	782
ENSG00000013588.9	4837	3577	3507	3017	3433	4496
ENSG00000013619.15	139	30	53	31	36	107
ENSG00000013725.14	0	0	0	0	1	0
ENSG00000013810.21	2285	1478	1507	1260	1335	2099
ENSG00000014123.10	1638	1202	1115	1391	1502	2050
ENSG00000014138.9	552	481	447	353	360	440
ENSG00000014164.7	403	441	391	379	434	410
ENSG00000014216.16	3937	3610	3529	2369	2613	2775
ENSG00000014257.17	26	19	37	43	49	43
ENSG00000014641.21	4476	4745	4418	4268	4505	4225
ENSG00000014824.14	2813	2904	3090	2551	2576	2379
ENSG00000014914.21	574	824	830	697	904	680
ENSG00000014919.13	1972	1923	1838	1860	2142	2102
ENSG00000015133.20	1391	706	796	962	1120	1878
ENSG00000015153.15	731	650	681	699	728	750
ENSG00000015171.21	6200	7142	7170	6888	7474	6465
ENSG00000015285.12	18	14	11	9	12	11
ENSG00000015413.10	1	0	1	2	0	2
ENSG00000015475.19	1752	2176	2036	1858	1862	1458
ENSG00000015479.20	971	840	899	724	792	1050
ENSG00000015520.15	4	7	9	17	12	6
ENSG00000015532.10	660	767	774	542	555	507
ENSG00000015568.13	70	53	56	76	93	102
ENSG00000015592.17	1	0	0	0	0	1
ENSG00000015676.18	1857	2088	1848	1727	1990	1713
ENSG00000016082.15	14	5	3	7	14	11
ENSG00000016391.11	810	955	870	654	779	552
ENSG00000016402.14	11	22	21	37	23	37
ENSG00000016490.16	0	0	0	0	0	0
ENSG00000016602.9	0	0	0	0	0	0
ENSG00000016864.19	495	309	339	327	308	477
ENSG00000017260.20	3355	2833	2781	2593	2736	3222
ENSG00000017427.17	0	0	0	0	0	0
ENSG00000017483.16	0	3	2	1	7	1
ENSG00000017797.13	1569	649	685	532	529	1534
ENSG00000018189.13	704	600	667	547	682	686
ENSG00000018236.15	0	0	0	0	0	0
ENSG00000018280.17	21	14	4	18	19	12
ENSG00000018408.15	594	430	443	422	452	611
ENSG00000018510.18	4	1	2	7	7	6
ENSG00000018607.9	0	0	0	0	0	0
ENSG00000018610.15	917	1266	1165	1280	1334	848
ENSG00000018625.15	0	0	0	0	0	1
ENSG00000018699.13	872	968	871	980	1009	1019
ENSG00000018869.18	0	0	0	0	0	0
ENSG00000019102.12	0	0	0	0	0	0
ENSG00000019144.20	265	237	225	187	182	272
ENSG00000019169.11	0	0	0	0	0	0
ENSG00000019186.10	65	72	91	49	76	115
ENSG00000019485.14	193	224	199	313	268	225
ENSG00000019505.8	8	6	3	2	5	12
ENSG00000019549.13	3	7	6	8	9	10
ENSG00000019582.17	0	1	0	0	1	1
ENSG00000019991.18	0	0	0	1	0	0
ENSG00000019995.6	1923	1296	1217	1634	1596	2548
ENSG00000020129.16	1495	1931	1782	2200	2297	1822
ENSG00000020181.18	33	20	30	48	56	46
ENSG00000020219.9	0	0	0	1	0	0
ENSG00000020256.20	635	430	491	710	669	1007
ENSG00000020426.11	1486	1867	1791	2032	2332	1680
ENSG00000020577.14	990	643	624	1212	1343	1784
ENSG00000020633.19	0	0	1	1	2	1
ENSG00000020922.13	1177	1387	1402	1246	1331	1148
ENSG00000021300.14	114	86	52	84	75	108
ENSG00000021355.13	728	784	760	734	758	584
ENSG00000021461.18	0	0	0	0	0	2
ENSG00000021488.13	1	0	0	2	1	0
ENSG00000021574.14	1981	2153	2101	1906	2047	1839
ENSG00000021645.20	1	2	0	2	1	0
ENSG00000021762.20	142	283	265	120	145	89
ENSG00000021776.11	2626	1980	2002	1912	2162	2812
ENSG00000021826.18	35	31	26	48	52	42
ENSG00000021852.14	0	0	0	0	0	0
ENSG00000022267.19	1305	1329	1434	1374	1378	1351
ENSG00000022277.13	1806	1406	1433	1335	1365	1716
ENSG00000022355.18	0	0	0	0	0	0
ENSG00000022556.16	0	0	0	0	1	0
ENSG00000022567.10	565	654	585	372	370	369
ENSG00000022840.17	4135	5178	5161	5328	5567	4198
ENSG00000022976.16	608	503	455	385	432	616
ENSG00000023041.12	1954	2361	2316	1799	2018	2018
ENSG00000023171.20	36	19	40	14	20	21
ENSG00000023191.17	2726	3366	3076	3447	3577	2952
ENSG00000023228.14	2547	1740	1723	1482	1510	2285
ENSG00000023287.13	2643	3019	3185	3104	3288	2978
ENSG00000023318.9	1070	746	754	773	783	984
ENSG00000023330.15	459	326	366	231	240	309
ENSG00000023445.16	152	145	119	285	273	264
ENSG00000023516.9	6225	4152	4333	4318	4462	7245
ENSG00000023572.10	1418	1650	1581	1771	1950	1581
ENSG00000023608.5	272	317	305	349	355	337
ENSG00000023697.13	599	630	610	596	598	484
ENSG00000023734.11	3232	1727	1756	1644	1573	3142
ENSG00000023839.12	497	530	504	534	580	643
ENSG00000023892.12	178	237	215	232	223	184
ENSG00000023902.14	175	207	242	121	131	99
ENSG00000023909.10	1633	1286	1231	1072	996	1413
ENSG00000024048.11	1577	799	805	931	910	1910
ENSG00000024422.12	276	134	142	106	107	232
ENSG00000024526.17	2284	2082	2120	1645	1779	2290
ENSG00000024862.18	147	104	96	149	132	183
ENSG00000025039.15	112	122	153	98	150	114
ENSG00000025156.13	405	627	509	503	520	413
ENSG00000025293.17	1047	1271	1262	1398	1434	1309
ENSG00000025423.11	23	33	28	20	13	17
ENSG00000025434.19	111	135	116	112	95	65
ENSG00000025708.14	117	163	154	193	186	155
ENSG00000025770.19	1270	2008	1921	1588	1728	1208
ENSG00000025772.8	531	388	357	285	374	536
ENSG00000025796.14	1780	786	821	809	809	1918
ENSG00000025800.14	4551	3558	3298	3390	3457	4694
ENSG00000026025.16	3	9	9	12	12	23
ENSG00000026036.23	220	323	351	185	222	188
ENSG00000026103.25	442	504	444	369	434	421
ENSG00000026297.17	947	1041	1061	1193	1268	970
ENSG00000026508.21	1627	1195	1223	1064	1140	1412
ENSG00000026559.14	144	212	200	145	146	109
ENSG00000026652.15	3	1	2	1	3	1
ENSG00000026751.17	0	0	0	0	0	0
ENSG00000026950.17	9	14	4	11	13	12
ENSG00000027001.10	233	104	110	132	143	313
ENSG00000027075.17	1435	1445	1408	2002	2148	2043
ENSG00000027644.5	1	0	0	0	0	0
ENSG00000027697.16	703	674	665	1507	1567	1410
ENSG00000027847.14	588	834	794	740	767	574
ENSG00000027869.12	14	6	1	12	3	10
ENSG00000028116.18	1208	1117	1032	1287	1270	1328
ENSG00000028137.19	0	0	0	0	0	0
ENSG00000028203.19	2998	3422	3458	3306	3368	3024
ENSG00000028277.22	1	1	1	2	2	4
ENSG00000028310.18	807	448	429	484	501	889
ENSG00000028528.15	2655	2201	2120	2063	1959	2488
ENSG00000028839.10	540	619	601	733	827	691
ENSG00000029153.15	526	398	359	337	327	448
ENSG00000029363.17	6252	6625	6404	7386	7971	8070
ENSG00000029364.12	7644	5034	5398	5809	5860	8572
ENSG00000029534.22	19	20	15	13	22	10
ENSG00000029559.7	8	1	5	3	2	6
ENSG00000029639.11	230	204	202	213	223	254
ENSG00000029725.17	3053	3187	3339	2889	2786	2694
ENSG00000029993.15	2566	1857	1839	1321	1317	1953
ENSG00000030066.14	4471	2587	2704	2448	2596	4524
ENSG00000030110.14	528	1041	1113	1079	1163	609
ENSG00000030304.15	0	0	0	2	0	0
ENSG00000030419.17	1333	1009	952	1204	1307	1778
ENSG00000030582.18	2977	2792	2785	2981	3264	2797
ENSG00000031003.11	1525	1410	1434	1521	1741	1977
ENSG00000031081.11	8	0	5	13	7	7
ENSG00000031691.7	496	563	532	359	353	295
ENSG00000031698.13	2578	3013	2961	5256	5432	4212
ENSG00000031823.14	557	322	311	276	208	496
ENSG00000032219.19	1477	976	1056	1095	1224	1900
ENSG00000032389.13	1341	1110	1084	1083	1089	1253
ENSG00000032444.17	480	741	731	529	596	432
ENSG00000032742.18	358	279	262	287	327	337
ENSG00000033011.14	1000	1392	1250	1288	1369	1076
ENSG00000033030.15	868	454	479	713	729	1561
ENSG00000033050.9	828	560	527	342	394	567
ENSG00000033100.17	1313	1126	1136	480	594	807
ENSG00000033122.21	0	2	0	0	1	0
ENSG00000033170.17	5711	5020	5164	4460	4388	4789
ENSG00000033178.13	4038	4518	4403	3760	4166	3658
ENSG00000033327.13	589	377	372	431	404	460
ENSG00000033627.18	883	692	695	753	812	925
ENSG00000033800.14	1939	1094	1075	1174	1173	2150
ENSG00000033867.17	3003	3102	3162	2035	2393	2474
ENSG00000034053.15	44	60	70	54	67	58
ENSG00000034152.19	797	333	310	388	403	947
ENSG00000034239.11	0	0	0	0	0	0
ENSG00000034510.6	11041	16718	16637	17155	17251	11332
ENSG00000034533.12	460	520	459	685	674	728
ENSG00000034677.13	2147	2397	2449	3361	3399	2988
ENSG00000034693.15	529	313	313	269	272	407
ENSG00000034713.8	1587	1284	1309	1371	1370	1626
ENSG00000034971.17	0	0	0	0	0	0
ENSG00000035115.22	2193	1324	1354	1176	1158	1987
ENSG00000035141.8	2611	2757	2791	1982	2191	2179
ENSG00000035403.18	2416	2278	2405	2582	2840	2563
ENSG00000035499.13	1171	890	940	676	726	1042
ENSG00000035664.11	174	197	204	162	184	185
ENSG00000035681.9	1525	1714	1495	1676	1796	1572
ENSG00000035687.10	1112	1265	1277	1054	1128	985
ENSG00000035720.8	0	0	0	0	0	0
ENSG00000035862.12	265	214	194	185	162	222
ENSG00000035928.17	2205	2292	2264	1911	2021	2175
ENSG00000036054.13	1851	2139	2117	2081	2313	1921
ENSG00000036257.14	2320	2267	2146	1861	1928	2013
ENSG00000036448.10	0	0	0	0	0	0
ENSG00000036473.8	0	0	0	0	0	0
ENSG00000036530.9	37	20	15	9	9	9
ENSG00000036549.13	2931	3392	3260	4002	4352	3822
ENSG00000036565.15	0	0	0	0	0	0
ENSG00000036672.16	121	36	44	72	91	224
ENSG00000036828.17	0	0	0	0	1	1
ENSG00000037042.9	137	142	159	123	151	136
ENSG00000037241.7	768	1146	1088	1152	1215	708
ENSG00000037280.16	22	13	13	13	16	16
ENSG00000037474.15	1932	729	770	594	521	1838
ENSG00000037637.11	783	724	733	1066	1118	1285
ENSG00000037749.13	2062	2150	2067	2575	2548	2537
ENSG00000037757.14	1283	1647	1596	1257	1447	1100
ENSG00000037897.17	566	447	367	279	269	463
ENSG00000037965.6	35	7	10	10	18	36
ENSG00000038002.9	392	587	508	662	749	601
ENSG00000038210.14	1960	2192	2226	1970	2077	1814
ENSG00000038219.13	2055	1084	1127	1068	1229	2105
ENSG00000038274.18	1390	532	571	510	486	1323
ENSG00000038295.8	0	0	0	0	0	0
